id,name,unit,data_type,description,createdAt,updatedAt,code,coverage,timespan,datasetId,sourceId,shortUnit,columnOrder,originalMetadata
61034,Deaths - Neoplasms - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:59,1 410 3 26 1,,,1715,13025,\N,0,\N
61035,Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:59,1 410 3 26 3,,,1715,13025,\N,0,\N
61036,Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:59,1 410 3 27 3,,,1715,13025,\N,0,\N
61037,Deaths - Esophageal cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:59,1 411 3 22 1,,,1716,13026,\N,0,\N
61045,Deaths - Esophageal cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 411 3 27 3,,,1716,13026,\N,0,\N
61046,Deaths - Stomach cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 414 3 22 1,,,1717,13027,\N,0,\N
61054,Deaths - Stomach cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 414 3 27 3,,,1717,13027,\N,0,\N
61055,Deaths - Liver cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 417 3 22 1,,,1718,13028,\N,0,\N
61065,Deaths - Liver cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:04,1 417 3 27 3,,,1718,13028,\N,0,\N
61108,Deaths - Larynx cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:05,1 423 3 22 1,,,1723,13033,\N,0,\N
61116,Deaths - Larynx cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:05,1 423 3 27 3,,,1723,13033,\N,0,\N
61117,"Deaths - Tracheal, bronchus, and lung cancer - Sex: Both - Age: All Ages (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 2:05,1 426 3 22 1,,,1527,12837,\N,0,\N
61121,Deaths - Drowning - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 698 3 26 3,,,1577,12887,\N,0,\N
61122,Deaths - Drowning - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 698 3 27 3,,,1577,12887,\N,0,\N
61123,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: Under 5 (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 1 1,,,1502,12812,\N,0,\N
61124,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: Under 5 (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 1 3,,,1502,12812,\N,0,\N
61126,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 22 3,,,1502,12812,\N,0,\N
61127,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 5-14 years (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 23 1,,,1502,12812,\N,0,\N
61128,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 5-14 years (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 23 3,,,1502,12812,\N,0,\N
61129,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 15-49 years (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 24 1,,,1502,12812,\N,0,\N
61130,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 15-49 years (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 24 3,,,1502,12812,\N,0,\N
61131,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 50-69 years (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 25 1,,,1502,12812,\N,0,\N
61132,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 50-69 years (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 25 3,,,1502,12812,\N,0,\N
61133,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 70+ years (Number)",Number,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 26 1,,,1502,12812,\N,0,\N
61134,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: 70+ years (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 26 3,,,1502,12812,\N,0,\N
61135,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: Age-standardized (Rate)",Rate,numeric,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 27 3,,,1502,12812,\N,0,\N
61148,Deaths - Poisonings - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:38,1 700 3 27 3,,,1503,12813,\N,0,\N
61201,Deaths - Chronic respiratory diseases - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:15,1 508 3 1 1,,,1429,12739,\N,0,\N
61202,Deaths - Chronic respiratory diseases - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:15,1 508 3 1 3,,,1429,12739,\N,0,\N
61215,Deaths - Physical violence by firearm - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 725 3 27 3,,,1676,12986,\N,0,\N
61255,Deaths - Exposure to forces of nature - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 1 1,,,1680,12990,\N,0,\N
61257,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 22 1,,,1680,12990,\N,0,\N
61258,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 22 3,,,1680,12990,\N,0,\N
61259,Deaths - Exposure to forces of nature - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 23 1,,,1680,12990,\N,0,\N
61261,Deaths - Exposure to forces of nature - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 24 1,,,1680,12990,\N,0,\N
61263,Deaths - Exposure to forces of nature - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 25 1,,,1680,12990,\N,0,\N
61265,Deaths - Exposure to forces of nature - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 729 3 26 1,,,1680,12990,\N,0,\N
61277,Deaths - Environmental heat and cold exposure - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 842 3 1 1,,,1685,12995,\N,0,\N
61281,Deaths - Environmental heat and cold exposure - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 842 3 23 1,,,1685,12995,\N,0,\N
61283,Deaths - Environmental heat and cold exposure - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 842 3 24 1,,,1685,12995,\N,0,\N
61285,Deaths - Environmental heat and cold exposure - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 842 3 25 1,,,1685,12995,\N,0,\N
61287,Deaths - Environmental heat and cold exposure - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:50,1 842 3 26 1,,,1685,12995,\N,0,\N
61507,Deaths - Venomous animal contact - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:46,1 710 3 27 3,,,1510,12820,\N,0,\N
61537,Deaths - Protein-energy malnutrition - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 1 1,,,1526,12836,\N,0,\N
61538,Deaths - Protein-energy malnutrition - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 1 3,,,1526,12836,\N,0,\N
61539,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 22 1,,,1526,12836,\N,0,\N
61540,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 22 3,,,1526,12836,\N,0,\N
61541,Deaths - Protein-energy malnutrition - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 23 1,,,1526,12836,\N,0,\N
61542,Deaths - Protein-energy malnutrition - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 23 3,,,1526,12836,\N,0,\N
61543,Deaths - Protein-energy malnutrition - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 24 1,,,1526,12836,\N,0,\N
61544,Deaths - Protein-energy malnutrition - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 24 3,,,1526,12836,\N,0,\N
61545,Deaths - Protein-energy malnutrition - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 25 1,,,1526,12836,\N,0,\N
61546,Deaths - Protein-energy malnutrition - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 25 3,,,1526,12836,\N,0,\N
61547,Deaths - Protein-energy malnutrition - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 26 1,,,1526,12836,\N,0,\N
61548,Deaths - Protein-energy malnutrition - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 26 3,,,1526,12836,\N,0,\N
61549,Deaths - Protein-energy malnutrition - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:57,1 387 3 27 3,,,1526,12836,\N,0,\N
61675,Deaths - Pancreatic cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:07,1 456 3 22 1,,,1724,13034,\N,0,\N
61683,Deaths - Pancreatic cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:07,1 456 3 27 3,,,1724,13034,\N,0,\N
61684,Deaths - Malignant skin melanoma - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:07,1 459 3 22 1,,,1475,12785,\N,0,\N
61693,Deaths - Non-melanoma skin cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:07,1 462 3 22 1,,,1476,12786,\N,0,\N
61701,Deaths - Non-melanoma skin cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 462 3 27 3,,,1476,12786,\N,0,\N
61702,Deaths - Ovarian cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 465 3 22 1,,,1477,12787,\N,0,\N
61710,Deaths - Ovarian cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 465 3 27 3,,,1477,12787,\N,0,\N
61711,Deaths - Testicular cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 468 3 22 1,,,1478,12788,\N,0,\N
61719,Deaths - Testicular cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 468 3 27 3,,,1478,12788,\N,0,\N
61722,Deaths - Kidney cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 471 3 22 1,,,1479,12789,\N,0,\N
61732,Deaths - Kidney cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:08,1 471 3 27 3,,,1479,12789,\N,0,\N
61733,Deaths - Bladder cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 474 3 22 1,,,1725,13035,\N,0,\N
61741,Deaths - Bladder cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 474 3 27 3,,,1725,13035,\N,0,\N
61744,Deaths - Brain and nervous system cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 477 3 22 1,,,1726,13036,\N,0,\N
61754,Deaths - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 477 3 27 3,,,1726,13036,\N,0,\N
61755,Deaths - Thyroid cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:00,1 480 3 22 1,,,1727,13037,\N,0,\N
61765,Deaths - Thyroid cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:01,1 480 3 27 3,,,1727,13037,\N,0,\N
61766,Deaths - Mesothelioma - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:01,1 483 3 22 1,,,1728,13038,\N,0,\N
61777,Deaths - Hodgkin lymphoma - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:01,1 484 3 22 1,,,1489,12799,\N,0,\N
61790,Deaths - Non-Hodgkin lymphoma - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:01,1 485 3 22 1,,,1490,12800,\N,0,\N
61801,Deaths - Multiple myeloma - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:01,1 486 3 22 1,,,1491,12801,\N,0,\N
61812,Deaths - Leukemia - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 487 3 22 1,,,1492,12802,\N,0,\N
61825,Deaths - Other neoplasms - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 490 3 22 1,,,1493,12803,\N,0,\N
61836,Deaths - Cardiovascular diseases - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 1 1,,,1494,12804,\N,0,\N
61837,Deaths - Cardiovascular diseases - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 1 3,,,1494,12804,\N,0,\N
61839,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 22 3,,,1494,12804,\N,0,\N
61840,Deaths - Cardiovascular diseases - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 23 1,,,1494,12804,\N,0,\N
61841,Deaths - Cardiovascular diseases - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 23 3,,,1494,12804,\N,0,\N
61842,Deaths - Cardiovascular diseases - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 24 1,,,1494,12804,\N,0,\N
61843,Deaths - Cardiovascular diseases - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 24 3,,,1494,12804,\N,0,\N
61844,Deaths - Cardiovascular diseases - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 25 1,,,1494,12804,\N,0,\N
61845,Deaths - Cardiovascular diseases - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 25 3,,,1494,12804,\N,0,\N
61846,Deaths - Cardiovascular diseases - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 26 1,,,1494,12804,\N,0,\N
61847,Deaths - Cardiovascular diseases - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 26 3,,,1494,12804,\N,0,\N
61848,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 27 3,,,1494,12804,\N,0,\N
61875,Deaths - Cerebrovascular disease - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 1 1,,,1497,12807,\N,0,\N
61876,Deaths - Cerebrovascular disease - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 1 3,,,1497,12807,\N,0,\N
61878,Deaths - Cerebrovascular disease - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 22 3,,,1497,12807,\N,0,\N
61879,Deaths - Cerebrovascular disease - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 23 1,,,1497,12807,\N,0,\N
61880,Deaths - Cerebrovascular disease - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 23 3,,,1497,12807,\N,0,\N
61881,Deaths - Cerebrovascular disease - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 24 1,,,1497,12807,\N,0,\N
61882,Deaths - Cerebrovascular disease - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 24 3,,,1497,12807,\N,0,\N
61883,Deaths - Cerebrovascular disease - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 25 1,,,1497,12807,\N,0,\N
61884,Deaths - Cerebrovascular disease - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 25 3,,,1497,12807,\N,0,\N
61885,Deaths - Cerebrovascular disease - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 26 1,,,1497,12807,\N,0,\N
61886,Deaths - Cerebrovascular disease - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 26 3,,,1497,12807,\N,0,\N
61887,Deaths - Cerebrovascular disease - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 27 3,,,1497,12807,\N,0,\N
61927,Deaths - Eating disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 2:54,1 572 3 22 1,,,1729,13039,\N,0,\N
61935,Deaths - Eating disorders - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 2:54,1 572 3 27 3,,,1729,13039,\N,0,\N
61994,Deaths - Self-harm - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 22 3,,,1518,12828,\N,0,\N
61995,Deaths - Self-harm - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 23 1,,,1518,12828,\N,0,\N
61996,Deaths - Self-harm - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 23 3,,,1518,12828,\N,0,\N
61997,Deaths - Self-harm - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 24 1,,,1518,12828,\N,0,\N
61998,Deaths - Self-harm - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 24 3,,,1518,12828,\N,0,\N
61999,Deaths - Self-harm - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 25 1,,,1518,12828,\N,0,\N
62000,Deaths - Self-harm - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 25 3,,,1518,12828,\N,0,\N
62001,Deaths - Self-harm - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 26 1,,,1518,12828,\N,0,\N
62002,Deaths - Self-harm - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 26 3,,,1518,12828,\N,0,\N
62003,Deaths - Self-harm - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 718 3 27 3,,,1518,12828,\N,0,\N
62026,Deaths - Interpersonal violence - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 724 3 1 1,,,1521,12831,\N,0,\N
62027,Deaths - Interpersonal violence - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 724 3 1 3,,,1521,12831,\N,0,\N
62028,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:48,1 724 3 22 1,,,1521,12831,\N,0,\N
62029,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 22 3,,,1521,12831,\N,0,\N
62030,Deaths - Interpersonal violence - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 23 1,,,1521,12831,\N,0,\N
62031,Deaths - Interpersonal violence - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 23 3,,,1521,12831,\N,0,\N
62032,Deaths - Interpersonal violence - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 24 1,,,1521,12831,\N,0,\N
62033,Deaths - Interpersonal violence - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 24 3,,,1521,12831,\N,0,\N
62034,Deaths - Interpersonal violence - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 25 1,,,1521,12831,\N,0,\N
62035,Deaths - Interpersonal violence - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 25 3,,,1521,12831,\N,0,\N
62036,Deaths - Interpersonal violence - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 26 1,,,1521,12831,\N,0,\N
62037,Deaths - Interpersonal violence - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 26 3,,,1521,12831,\N,0,\N
62038,Deaths - Interpersonal violence - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/24/19 1:49,1 724 3 27 3,,,1521,12831,\N,0,\N
62059,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 22 1,,,1732,13042,\N,0,\N
62060,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 22 3,,,1732,13042,\N,0,\N
62062,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 23 3,,,1732,13042,\N,0,\N
62064,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 24 3,,,1732,13042,\N,0,\N
62066,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 25 3,,,1732,13042,\N,0,\N
62068,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 26 3,,,1732,13042,\N,0,\N
62069,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 27 3,,,1732,13042,\N,0,\N
62072,DALYs (Disability-Adjusted Life Years) - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:28,4/23/19 23:29,2 560 3 22 1,,,1590,12900,\N,0,\N
62073,DALYs (Disability-Adjusted Life Years) - Alcohol use disorders - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:29,2 560 3 22 3,,,1590,12900,\N,0,\N
62075,DALYs (Disability-Adjusted Life Years) - Alcohol use disorders - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:29,2 560 3 23 3,,,1590,12900,\N,0,\N
62077,DALYs (Disability-Adjusted Life Years) - Alcohol use disorders - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:29,2 560 3 24 3,,,1590,12900,\N,0,\N
62079,DALYs (Disability-Adjusted Life Years) - Alcohol use disorders - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:28,4/23/19 23:29,2 560 3 25 3,,,1590,12900,\N,0,\N
