"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"59222","Deaths - Chronic respiratory diseases - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:27:56","2019-04-24 02:15:49","1 508 3 24 1","","","1429","12739",\N,"0",\N
"59223","Deaths - Chronic respiratory diseases - Sex: Both - Age: 15-49 years (Rate)","Rate",\N,"2017-11-20 15:27:56","2019-04-24 02:15:50","1 508 3 24 3","","","1429","12739",\N,"0",\N
"59224","Deaths - Chronic respiratory diseases - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:27:56","2019-04-24 02:15:51","1 508 3 25 1","","","1429","12739",\N,"0",\N
"59225","Deaths - Chronic respiratory diseases - Sex: Both - Age: 50-69 years (Rate)","Rate",\N,"2017-11-20 15:27:56","2019-04-24 02:15:53","1 508 3 25 3","","","1429","12739",\N,"0",\N
"59226","Deaths - Chronic respiratory diseases - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:27:56","2019-04-24 02:15:54","1 508 3 26 1","","","1429","12739",\N,"0",\N
"59227","Deaths - Chronic respiratory diseases - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:27:56","2019-04-24 02:15:55","1 508 3 26 3","","","1429","12739",\N,"0",\N
"59228","Deaths - Chronic respiratory diseases - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:56","2019-04-24 02:15:56","1 508 3 27 3","","","1429","12739",\N,"0",\N
"59483","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:07","2 687 3 1 1","","","1538","12848",\N,"0",\N
"59485","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:14","2 687 3 22 1","","","1538","12848",\N,"0",\N
"59487","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:22","2 687 3 23 1","","","1538","12848",\N,"0",\N
"59489","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:28","2 687 3 24 1","","","1538","12848",\N,"0",\N
"59491","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:34","2 687 3 25 1","","","1538","12848",\N,"0",\N
"59493","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:40","2 687 3 26 1","","","1538","12848",\N,"0",\N
"59495","DALYs (Disability-Adjusted Life Years) - Injuries - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:57","2019-04-24 00:12:46","2 687 3 27 3","","","1538","12848",\N,"0",\N
"59498","DALYs (Disability-Adjusted Life Years) - Transport injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:12:56","2 688 3 22 1","","","1539","12849",\N,"0",\N
"59511","DALYs (Disability-Adjusted Life Years) - Road injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:13:37","2 689 3 22 1","","","1540","12850",\N,"0",\N
"59589","DALYs (Disability-Adjusted Life Years) - Other transport injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:53:57","2 695 3 22 1","","","1574","12884",\N,"0",\N
"59602","DALYs (Disability-Adjusted Life Years) - Unintentional injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:54:27","2 696 3 22 1","","","1575","12885",\N,"0",\N
"59615","DALYs (Disability-Adjusted Life Years) - Falls - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:55:01","2 697 3 22 1","","","1576","12886",\N,"0",\N
"59628","DALYs (Disability-Adjusted Life Years) - Drowning - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:57","2019-04-24 00:55:32","2 698 3 22 1","","","1577","12887",\N,"0",\N
"59756","DALYs (Disability-Adjusted Life Years) - Maternal disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:58","2019-04-24 00:16:04","2 366 3 22 1","","","1621","12931",\N,"0",\N
"59866","DALYs (Disability-Adjusted Life Years) - Neonatal disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:58","2019-04-24 00:20:36","2 380 3 22 1","","","1630","12940",\N,"0",\N
"60120","DALYs (Disability-Adjusted Life Years) - Exposure to forces of nature - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:59","2019-04-24 01:05:53","2 729 3 22 1","","","1680","12990",\N,"0",\N
"60573","DALYs (Disability-Adjusted Life Years) - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:01","2019-04-24 02:27:12","2 508 3 22 1","","","1429","12739",\N,"0",\N
"60658","DALYs (Disability-Adjusted Life Years) - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:01","2019-04-24 00:30:49","2 521 3 22 1","","","1550","12860",\N,"0",\N
"60723","DALYs (Disability-Adjusted Life Years) - Digestive diseases - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:01","2019-04-24 00:33:36","2 526 3 22 1","","","1555","12865",\N,"0",\N
"60829","Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:01","2019-04-24 01:54:48","1 945 3 22 1","","","1455","12765",\N,"0",\N
"60830","Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:01","2019-04-24 01:54:49","1 945 3 22 3","","","1455","12765",\N,"0",\N
"60843","Deaths - Nutritional deficiencies - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:56:42","1 386 3 23 1","","","1525","12835",\N,"0",\N
"60845","Deaths - Nutritional deficiencies - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:56:44","1 386 3 24 1","","","1525","12835",\N,"0",\N
"60847","Deaths - Nutritional deficiencies - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:56:46","1 386 3 25 1","","","1525","12835",\N,"0",\N
"60849","Deaths - Nutritional deficiencies - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:56:49","1 386 3 26 1","","","1525","12835",\N,"0",\N
"60961","Deaths - Hepatitis - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:58:52","1 400 3 1 1","","","1711","13021",\N,"0",\N
"60962","Deaths - Hepatitis - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:58:54","1 400 3 1 3","","","1711","13021",\N,"0",\N
"60964","Deaths - Hepatitis - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:58:57","1 400 3 22 3","","","1711","13021",\N,"0",\N
"60965","Deaths - Hepatitis - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:58:58","1 400 3 23 1","","","1711","13021",\N,"0",\N
"60967","Deaths - Hepatitis - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:01","1 400 3 24 1","","","1711","13021",\N,"0",\N
"60969","Deaths - Hepatitis - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:03","1 400 3 25 1","","","1711","13021",\N,"0",\N
"60971","Deaths - Hepatitis - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:06","1 400 3 26 1","","","1711","13021",\N,"0",\N
"60989","Deaths - Hepatitis B - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:51:13","1 402 3 22 1","","","1713","13023",\N,"0",\N
"61013","Deaths - Non-communicable diseases - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:30","1 409 3 22 1","","","1580","12890",\N,"0",\N
"61014","Deaths - Non-communicable diseases - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:31","1 409 3 22 3","","","1580","12890",\N,"0",\N
"61023","Deaths - Non-communicable diseases - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:41","1 409 3 27 3","","","1580","12890",\N,"0",\N
"61024","Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:42","1 410 3 1 1","","","1715","13025",\N,"0",\N
"61025","Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:43","1 410 3 1 3","","","1715","13025",\N,"0",\N
"61027","Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:46","1 410 3 22 3","","","1715","13025",\N,"0",\N
"61028","Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:47","1 410 3 23 1","","","1715","13025",\N,"0",\N
"61029","Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:48","1 410 3 23 3","","","1715","13025",\N,"0",\N
"61030","Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:49","1 410 3 24 1","","","1715","13025",\N,"0",\N
"61031","Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:51","1 410 3 24 3","","","1715","13025",\N,"0",\N
"61032","Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:52","1 410 3 25 1","","","1715","13025",\N,"0",\N
"61033","Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:54","1 410 3 25 3","","","1715","13025",\N,"0",\N
"61034","Deaths - Neoplasms - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:54","1 410 3 26 1","","","1715","13025",\N,"0",\N
"61035","Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:56","1 410 3 26 3","","","1715","13025",\N,"0",\N
"61036","Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 01:59:58","1 410 3 27 3","","","1715","13025",\N,"0",\N
"61037","Deaths - Esophageal cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 01:59:59","1 411 3 22 1","","","1716","13026",\N,"0",\N
"61045","Deaths - Esophageal cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 02:00:11","1 411 3 27 3","","","1716","13026",\N,"0",\N
"61046","Deaths - Stomach cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 02:03:44","1 414 3 22 1","","","1717","13027",\N,"0",\N
"61054","Deaths - Stomach cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:02","2019-04-24 02:03:53","1 414 3 27 3","","","1717","13027",\N,"0",\N
"61055","Deaths - Liver cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:02","2019-04-24 02:03:54","1 417 3 22 1","","","1718","13028",\N,"0",\N
"61065","Deaths - Liver cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 02:04:07","1 417 3 27 3","","","1718","13028",\N,"0",\N
"61108","Deaths - Larynx cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 02:05:04","1 423 3 22 1","","","1723","13033",\N,"0",\N
"61116","Deaths - Larynx cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 02:05:15","1 423 3 27 3","","","1723","13033",\N,"0",\N
"61117","Deaths - Tracheal, bronchus, and lung cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 02:05:16","1 426 3 22 1","","","1527","12837",\N,"0",\N
"61121","Deaths - Drowning - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:30","1 698 3 26 3","","","1577","12887",\N,"0",\N
"61122","Deaths - Drowning - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:31","1 698 3 27 3","","","1577","12887",\N,"0",\N
"61123","Deaths - Fire, heat, and hot substances - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:37:32","1 699 3 1 1","","","1502","12812",\N,"0",\N
"61124","Deaths - Fire, heat, and hot substances - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:33","1 699 3 1 3","","","1502","12812",\N,"0",\N
"61126","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:36","1 699 3 22 3","","","1502","12812",\N,"0",\N
"61127","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:37:37","1 699 3 23 1","","","1502","12812",\N,"0",\N
"61128","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 5-14 years (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:39","1 699 3 23 3","","","1502","12812",\N,"0",\N
"61129","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:37:40","1 699 3 24 1","","","1502","12812",\N,"0",\N
"61130","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 15-49 years (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:43","1 699 3 24 3","","","1502","12812",\N,"0",\N
"61131","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:37:44","1 699 3 25 1","","","1502","12812",\N,"0",\N
"61132","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 50-69 years (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:46","1 699 3 25 3","","","1502","12812",\N,"0",\N
"61133","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:37:48","1 699 3 26 1","","","1502","12812",\N,"0",\N
"61134","Deaths - Fire, heat, and hot substances - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:52","1 699 3 26 3","","","1502","12812",\N,"0",\N
"61135","Deaths - Fire, heat, and hot substances - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:37:55","1 699 3 27 3","","","1502","12812",\N,"0",\N
"61148","Deaths - Poisonings - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:38:22","1 700 3 27 3","","","1503","12813",\N,"0",\N
"61201","Deaths - Chronic respiratory diseases - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 02:15:42","1 508 3 1 1","","","1429","12739",\N,"0",\N
"61202","Deaths - Chronic respiratory diseases - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 02:15:44","1 508 3 1 3","","","1429","12739",\N,"0",\N
"61215","Deaths - Physical violence by firearm - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:49:27","1 725 3 27 3","","","1676","12986",\N,"0",\N
"61255","Deaths - Exposure to forces of nature - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:03","1 729 3 1 1","","","1680","12990",\N,"0",\N
"61257","Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:05","1 729 3 22 1","","","1680","12990",\N,"0",\N
"61258","Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:03","2019-04-24 01:50:06","1 729 3 22 3","","","1680","12990",\N,"0",\N
"61259","Deaths - Exposure to forces of nature - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:07","1 729 3 23 1","","","1680","12990",\N,"0",\N
"61261","Deaths - Exposure to forces of nature - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:09","1 729 3 24 1","","","1680","12990",\N,"0",\N
"61263","Deaths - Exposure to forces of nature - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:12","1 729 3 25 1","","","1680","12990",\N,"0",\N
"61265","Deaths - Exposure to forces of nature - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:14","1 729 3 26 1","","","1680","12990",\N,"0",\N
"61277","Deaths - Environmental heat and cold exposure - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:31","1 842 3 1 1","","","1685","12995",\N,"0",\N
"61281","Deaths - Environmental heat and cold exposure - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:36","1 842 3 23 1","","","1685","12995",\N,"0",\N
"61283","Deaths - Environmental heat and cold exposure - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:39","1 842 3 24 1","","","1685","12995",\N,"0",\N
"61285","Deaths - Environmental heat and cold exposure - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:42","1 842 3 25 1","","","1685","12995",\N,"0",\N
"61287","Deaths - Environmental heat and cold exposure - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:03","2019-04-24 01:50:45","1 842 3 26 1","","","1685","12995",\N,"0",\N
"61507","Deaths - Venomous animal contact - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:46:29","1 710 3 27 3","","","1510","12820",\N,"0",\N
"61537","Deaths - Protein-energy malnutrition - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:56:52","1 387 3 1 1","","","1526","12836",\N,"0",\N
"61538","Deaths - Protein-energy malnutrition - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:56:54","1 387 3 1 3","","","1526","12836",\N,"0",\N
"61539","Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:56:55","1 387 3 22 1","","","1526","12836",\N,"0",\N
"61540","Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:56:57","1 387 3 22 3","","","1526","12836",\N,"0",\N
"61541","Deaths - Protein-energy malnutrition - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:56:58","1 387 3 23 1","","","1526","12836",\N,"0",\N
"61542","Deaths - Protein-energy malnutrition - Sex: Both - Age: 5-14 years (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:57:00","1 387 3 23 3","","","1526","12836",\N,"0",\N
"61543","Deaths - Protein-energy malnutrition - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:57:01","1 387 3 24 1","","","1526","12836",\N,"0",\N
"61544","Deaths - Protein-energy malnutrition - Sex: Both - Age: 15-49 years (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:57:03","1 387 3 24 3","","","1526","12836",\N,"0",\N
"61545","Deaths - Protein-energy malnutrition - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:57:04","1 387 3 25 1","","","1526","12836",\N,"0",\N
"61546","Deaths - Protein-energy malnutrition - Sex: Both - Age: 50-69 years (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:57:06","1 387 3 25 3","","","1526","12836",\N,"0",\N
"61547","Deaths - Protein-energy malnutrition - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:28:05","2019-04-24 01:57:07","1 387 3 26 1","","","1526","12836",\N,"0",\N
"61548","Deaths - Protein-energy malnutrition - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:57:09","1 387 3 26 3","","","1526","12836",\N,"0",\N
"61549","Deaths - Protein-energy malnutrition - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:28:05","2019-04-24 01:57:10","1 387 3 27 3","","","1526","12836",\N,"0",\N
"61675","Deaths - Pancreatic cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:28:06","2019-04-24 02:07:25","1 456 3 22 1","","","1724","13034",\N,"0",\N
